Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region,Avg Gas Price,CPI
25-02-2024,P027,Product_27,21,48.57,0,1019.94,USA,3.269,311.022
25-02-2024,P045,Product_45,26,12.54,0,325.95,USA,3.269,311.022
25-02-2024,P046,Product_46,24,6.42,15,131,USA,3.269,311.022
25-02-2024,P047,Product_47,23,7.34,5,160.35,USA,3.269,311.022
25-02-2024,P048,Product_48,21,37.13,10,701.83,USA,3.269,311.022
25-02-2024,P049,Product_49,26,20.28,10,474.44,USA,3.269,311.022
25-02-2024,P050,Product_50,20,25.35,5,481.73,USA,3.269,311.022
25-02-2024,P040,Product_40,24,30.18,0,724.42,USA,3.269,311.022
25-02-2024,P026,Product_26,27,43.9,0,1185.2,USA,3.269,311.022
25-02-2024,P032,Product_32,29,14.02,0,406.68,USA,3.269,311.022
25-02-2024,P024,Product_24,21,45.23,0,949.92,USA,3.269,311.022
25-02-2024,P025,Product_25,13,14.59,0,189.67,USA,3.269,311.022
25-02-2024,P002,Product_2,20,20.08,10,361.45,USA,3.269,311.022
25-02-2024,P003,Product_3,20,12.23,10,220.22,USA,3.269,311.022
25-02-2024,P004,Product_4,26,5.29,0,137.47,USA,3.269,311.022
25-02-2024,P005,Product_5,13,32.76,20,340.72,USA,3.269,311.022
25-02-2024,P006,Product_6,23,33.53,5,732.64,USA,3.269,311.022
25-02-2024,P007,Product_7,21,40.09,0,841.95,USA,3.269,311.022
25-02-2024,P008,Product_8,27,48.33,0,1305.04,USA,3.269,311.022
25-02-2024,P009,Product_9,17,33.47,15,483.61,USA,3.269,311.022
25-02-2024,P010,Product_10,20,18.54,10,333.78,USA,3.269,311.022
25-02-2024,P011,Product_11,25,8.03,5,190.73,USA,3.269,311.022
25-02-2024,P012,Product_12,12,7.06,15,72,USA,3.269,311.022
25-02-2024,P001,Product_1,19,32.84,10,561.52,USA,3.269,311.022
25-02-2024,P014,Product_14,21,39.12,0,821.56,USA,3.269,311.022
25-02-2024,P013,Product_13,17,48.81,20,663.78,USA,3.269,311.022
25-02-2024,P022,Product_22,19,23.89,5,431.17,USA,3.269,311.022
25-02-2024,P021,Product_21,23,47.79,0,1099.14,USA,3.269,311.022
25-02-2024,P020,Product_20,17,34.45,0,585.7,USA,3.269,311.022
25-02-2024,P019,Product_19,21,36.22,0,760.53,USA,3.269,311.022
25-02-2024,P023,Product_23,19,22.89,0,434.94,USA,3.269,311.022
25-02-2024,P018,Product_18,9,12.36,10,100.14,USA,3.269,311.022
25-02-2024,P017,Product_17,12,17.31,20,166.21,USA,3.269,311.022
25-02-2024,P016,Product_16,19,35.75,0,679.22,USA,3.269,311.022
25-02-2024,P015,Product_15,27,6,0,161.88,USA,3.269,311.022
03-03-2024,P037,Product_37,16,48.65,0,778.34,USA,3.249,312.107
03-03-2024,P029,Product_29,18,31.34,15,479.52,USA,3.249,312.107
03-03-2024,P030,Product_30,19,17.14,0,325.64,USA,3.249,312.107
03-03-2024,P031,Product_31,23,28.9,15,565.05,USA,3.249,312.107
03-03-2024,P032,Product_32,19,19.23,5,347.05,USA,3.249,312.107
03-03-2024,P033,Product_33,24,6.87,0,164.9,USA,3.249,312.107
03-03-2024,P034,Product_34,21,25.46,5,507.99,USA,3.249,312.107
03-03-2024,P035,Product_35,25,27,5,641.2,USA,3.249,312.107
03-03-2024,P036,Product_36,14,14.08,5,187.31,USA,3.249,312.107
03-03-2024,P028,Product_28,30,42.99,10,1160.67,USA,3.249,312.107
03-03-2024,P038,Product_38,29,44.07,0,1277.93,USA,3.249,312.107
03-03-2024,P044,Product_44,16,49.97,0,799.58,USA,3.249,312.107
03-03-2024,P040,Product_40,21,27.37,5,546.09,USA,3.249,312.107
03-03-2024,P041,Product_41,25,44.1,5,1047.39,USA,3.249,312.107
03-03-2024,P042,Product_42,25,14.71,5,349.25,USA,3.249,312.107
03-03-2024,P043,Product_43,21,22.72,5,453.34,USA,3.249,312.107
03-03-2024,P045,Product_45,21,48.97,0,1028.43,USA,3.249,312.107
03-03-2024,P046,Product_46,22,30.52,10,604.21,USA,3.249,312.107
03-03-2024,P047,Product_47,25,44.53,0,1113.33,USA,3.249,312.107
03-03-2024,P048,Product_48,13,41.35,10,483.83,USA,3.249,312.107
03-03-2024,P049,Product_49,19,40.9,0,777.13,USA,3.249,312.107
03-03-2024,P050,Product_50,20,29.5,0,590.04,USA,3.249,312.107
03-03-2024,P027,Product_27,18,6.65,10,107.73,USA,3.249,312.107
03-03-2024,P039,Product_39,20,36.17,10,651.03,USA,3.249,312.107
03-03-2024,P026,Product_26,24,12.52,0,300.41,USA,3.249,312.107
03-03-2024,P007,Product_7,18,8.25,0,148.48,USA,3.249,312.107
03-03-2024,P024,Product_24,13,20.17,10,235.93,USA,3.249,312.107
03-03-2024,P025,Product_25,27,24.39,0,658.53,USA,3.249,312.107
03-03-2024,P002,Product_2,17,44.23,0,751.91,USA,3.249,312.107
03-03-2024,P003,Product_3,22,48.91,0,1076.11,USA,3.249,312.107
03-03-2024,P004,Product_4,17,34.64,0,588.91,USA,3.249,312.107
03-03-2024,P005,Product_5,20,29.99,10,539.84,USA,3.249,312.107
03-03-2024,P006,Product_6,20,13.98,5,265.61,USA,3.249,312.107
03-03-2024,P008,Product_8,11,44.07,10,436.32,USA,3.249,312.107
03-03-2024,P009,Product_9,13,38.42,0,499.48,USA,3.249,312.107
03-03-2024,P010,Product_10,12,49.44,0,593.33,USA,3.249,312.107
03-03-2024,P011,Product_11,28,44.02,5,1170.84,USA,3.249,312.107
03-03-2024,P012,Product_12,17,26.9,15,388.71,USA,3.249,312.107
03-03-2024,P001,Product_1,16,28.69,10,413.11,USA,3.249,312.107
03-03-2024,P014,Product_14,12,46.06,0,552.68,USA,3.249,312.107
03-03-2024,P015,Product_15,16,33.03,5,502.11,USA,3.249,312.107
03-03-2024,P016,Product_16,21,37.21,15,664.24,USA,3.249,312.107
03-03-2024,P017,Product_17,19,13.09,0,248.63,USA,3.249,312.107
03-03-2024,P018,Product_18,25,16.13,15,342.66,USA,3.249,312.107
03-03-2024,P019,Product_19,25,25.04,5,594.67,USA,3.249,312.107
03-03-2024,P020,Product_20,11,12.36,0,135.94,USA,3.249,312.107
03-03-2024,P021,Product_21,13,48.62,0,632.11,USA,3.249,312.107
03-03-2024,P022,Product_22,25,39.81,0,995.16,USA,3.249,312.107
03-03-2024,P023,Product_23,20,48.64,0,972.84,USA,3.249,312.107
03-03-2024,P013,Product_13,23,45.53,0,1047.23,USA,3.249,312.107
10-03-2024,P035,Product_35,17,8.85,15,127.95,USA,3.35,312.107
10-03-2024,P034,Product_34,28,17.34,0,485.44,USA,3.35,312.107
10-03-2024,P033,Product_33,22,36.16,20,636.41,USA,3.35,312.107
10-03-2024,P032,Product_32,28,24.27,10,611.58,USA,3.35,312.107
10-03-2024,P028,Product_28,22,14.75,0,324.57,USA,3.35,312.107
10-03-2024,P030,Product_30,31,15.44,0,478.57,USA,3.35,312.107
10-03-2024,P029,Product_29,24,6.06,5,138.25,USA,3.35,312.107
10-03-2024,P036,Product_36,14,15.2,0,212.79,USA,3.35,312.107
10-03-2024,P027,Product_27,23,31.4,0,722.14,USA,3.35,312.107
10-03-2024,P031,Product_31,15,31.75,0,476.27,USA,3.35,312.107
10-03-2024,P037,Product_37,21,8.12,5,162.08,USA,3.35,312.107
10-03-2024,P043,Product_43,20,12.89,5,244.88,USA,3.35,312.107
10-03-2024,P039,Product_39,26,28.98,0,753.56,USA,3.35,312.107
10-03-2024,P040,Product_40,13,49.74,5,614.24,USA,3.35,312.107
10-03-2024,P041,Product_41,16,30.1,10,433.44,USA,3.35,312.107
10-03-2024,P042,Product_42,19,30.3,20,460.61,USA,3.35,312.107
10-03-2024,P044,Product_44,12,9.35,0,112.21,USA,3.35,312.107
10-03-2024,P045,Product_45,25,39.03,0,975.68,USA,3.35,312.107
10-03-2024,P046,Product_46,23,46.72,0,1074.63,USA,3.35,312.107
10-03-2024,P047,Product_47,26,22.97,0,597.2,USA,3.35,312.107
10-03-2024,P048,Product_48,20,28.44,5,540.42,USA,3.35,312.107
10-03-2024,P026,Product_26,21,33.07,0,694.55,USA,3.35,312.107
10-03-2024,P050,Product_50,19,40.19,10,687.27,USA,3.35,312.107
10-03-2024,P038,Product_38,12,44.6,5,508.48,USA,3.35,312.107
10-03-2024,P049,Product_49,20,9.01,10,162.19,USA,3.35,312.107
10-03-2024,P025,Product_25,16,42.02,0,672.28,USA,3.35,312.107
10-03-2024,P023,Product_23,13,32.49,0,422.42,USA,3.35,312.107
10-03-2024,P001,Product_1,27,19.61,0,529.37,USA,3.35,312.107
10-03-2024,P002,Product_2,15,22.49,0,337.28,USA,3.35,312.107
10-03-2024,P003,Product_3,28,15.69,0,439.31,USA,3.35,312.107
10-03-2024,P004,Product_4,25,32.88,0,821.93,USA,3.35,312.107
10-03-2024,P005,Product_5,7,22.09,15,131.44,USA,3.35,312.107
10-03-2024,P006,Product_6,31,6.15,0,190.77,USA,3.35,312.107
10-03-2024,P007,Product_7,25,22.11,0,552.72,USA,3.35,312.107
10-03-2024,P008,Product_8,32,32.36,10,931.85,USA,3.35,312.107
10-03-2024,P009,Product_9,23,41.58,10,860.8,USA,3.35,312.107
10-03-2024,P010,Product_10,21,15.96,15,284.83,USA,3.35,312.107
10-03-2024,P011,Product_11,16,7.71,15,104.88,USA,3.35,312.107
10-03-2024,P024,Product_24,16,40.12,0,641.98,USA,3.35,312.107
10-03-2024,P013,Product_13,20,17.82,0,356.39,USA,3.35,312.107
10-03-2024,P014,Product_14,26,19.01,5,469.52,USA,3.35,312.107
10-03-2024,P015,Product_15,15,37.23,0,558.4,USA,3.35,312.107
10-03-2024,P016,Product_16,18,13.15,5,224.89,USA,3.35,312.107
10-03-2024,P017,Product_17,16,13.16,5,200.1,USA,3.35,312.107
10-03-2024,P018,Product_18,21,30.53,0,641.11,USA,3.35,312.107
10-03-2024,P019,Product_19,21,48.33,0,1014.97,USA,3.35,312.107
10-03-2024,P020,Product_20,26,6.95,5,171.75,USA,3.35,312.107
10-03-2024,P021,Product_21,20,47.81,5,908.45,USA,3.35,312.107
10-03-2024,P022,Product_22,20,15.26,0,305.27,USA,3.35,312.107
10-03-2024,P012,Product_12,18,26.86,0,483.56,USA,3.35,312.107
17-03-2024,P036,Product_36,11,25.68,10,254.18,USA,3.376,312.107
17-03-2024,P035,Product_35,13,38.18,0,496.35,USA,3.376,312.107
17-03-2024,P034,Product_34,15,11.75,0,176.28,USA,3.376,312.107
17-03-2024,P033,Product_33,19,25.45,10,435.14,USA,3.376,312.107
17-03-2024,P028,Product_28,7,5.86,0,41.05,USA,3.376,312.107
17-03-2024,P031,Product_31,19,48.91,10,836.43,USA,3.376,312.107
17-03-2024,P030,Product_30,20,5.55,0,110.91,USA,3.376,312.107
17-03-2024,P029,Product_29,12,39.21,0,470.56,USA,3.376,312.107
17-03-2024,P037,Product_37,16,45.14,20,577.84,USA,3.376,312.107
17-03-2024,P032,Product_32,22,9.94,5,207.71,USA,3.376,312.107
17-03-2024,P038,Product_38,25,35.97,0,899.15,USA,3.376,312.107
17-03-2024,P043,Product_43,18,28.05,5,479.65,USA,3.376,312.107
17-03-2024,P040,Product_40,16,34.67,15,471.52,USA,3.376,312.107
17-03-2024,P041,Product_41,20,33.65,5,639.35,USA,3.376,312.107
17-03-2024,P042,Product_42,16,11.76,10,169.31,USA,3.376,312.107
17-03-2024,P044,Product_44,20,8.21,0,164.13,USA,3.376,312.107
17-03-2024,P045,Product_45,13,48.04,10,562.1,USA,3.376,312.107
17-03-2024,P046,Product_46,15,20.74,10,279.94,USA,3.376,312.107
17-03-2024,P047,Product_47,25,34.76,0,869.04,USA,3.376,312.107
17-03-2024,P048,Product_48,23,16.93,0,389.32,USA,3.376,312.107
17-03-2024,P049,Product_49,24,8.7,20,167,USA,3.376,312.107
17-03-2024,P027,Product_27,17,42.24,10,646.26,USA,3.376,312.107
17-03-2024,P039,Product_39,30,16.46,10,444.42,USA,3.376,312.107
17-03-2024,P026,Product_26,18,21.55,0,387.89,USA,3.376,312.107
17-03-2024,P050,Product_50,16,33.11,0,529.76,USA,3.376,312.107
17-03-2024,P024,Product_24,25,18.78,5,446.06,USA,3.376,312.107
17-03-2024,P001,Product_1,16,6.63,0,106.04,USA,3.376,312.107
17-03-2024,P002,Product_2,13,8.94,15,98.83,USA,3.376,312.107
17-03-2024,P003,Product_3,14,29.92,0,418.9,USA,3.376,312.107
17-03-2024,P004,Product_4,9,32.03,5,273.83,USA,3.376,312.107
17-03-2024,P005,Product_5,20,46.37,0,927.45,USA,3.376,312.107
17-03-2024,P006,Product_6,19,22.13,15,357.37,USA,3.376,312.107
17-03-2024,P007,Product_7,16,44.06,10,634.5,USA,3.376,312.107
17-03-2024,P008,Product_8,24,8.64,0,207.39,USA,3.376,312.107
17-03-2024,P009,Product_9,20,12.81,5,243.36,USA,3.376,312.107
17-03-2024,P010,Product_10,19,33.84,10,578.73,USA,3.376,312.107
17-03-2024,P011,Product_11,19,10.96,15,177.06,USA,3.376,312.107
17-03-2024,P025,Product_25,13,28.72,0,373.32,USA,3.376,312.107
17-03-2024,P013,Product_13,14,12.87,5,171.14,USA,3.376,312.107
17-03-2024,P014,Product_14,18,21.54,0,387.7,USA,3.376,312.107
17-03-2024,P015,Product_15,20,6.16,0,123.23,USA,3.376,312.107
17-03-2024,P016,Product_16,22,48.46,0,1066.16,USA,3.376,312.107
17-03-2024,P017,Product_17,15,19.03,5,271.2,USA,3.376,312.107
17-03-2024,P018,Product_18,19,33.84,0,642.91,USA,3.376,312.107
17-03-2024,P019,Product_19,18,32.88,5,562.27,USA,3.376,312.107
17-03-2024,P020,Product_20,27,7.62,20,164.54,USA,3.376,312.107
17-03-2024,P021,Product_21,16,7.6,5,115.52,USA,3.376,312.107
17-03-2024,P022,Product_22,18,36.15,0,650.65,USA,3.376,312.107
17-03-2024,P023,Product_23,22,27.92,20,491.46,USA,3.376,312.107
17-03-2024,P012,Product_12,24,32.28,10,697.28,USA,3.376,312.107
24-03-2024,P035,Product_35,25,30.23,5,717.96,USA,3.453,312.107
24-03-2024,P034,Product_34,20,31.1,5,590.89,USA,3.453,312.107
24-03-2024,P033,Product_33,17,31.47,0,534.97,USA,3.453,312.107
24-03-2024,P032,Product_32,26,40.74,0,1059.21,USA,3.453,312.107
24-03-2024,P027,Product_27,23,19.71,0,453.37,USA,3.453,312.107
24-03-2024,P030,Product_30,24,22.62,0,542.85,USA,3.453,312.107
24-03-2024,P029,Product_29,21,25.19,10,476.04,USA,3.453,312.107
24-03-2024,P028,Product_28,18,49.84,0,897.03,USA,3.453,312.107
24-03-2024,P036,Product_36,22,17.14,10,339.41,USA,3.453,312.107
24-03-2024,P031,Product_31,12,36.3,0,435.63,USA,3.453,312.107
24-03-2024,P037,Product_37,19,27.42,0,521.01,USA,3.453,312.107
24-03-2024,P043,Product_43,26,33.92,0,881.8,USA,3.453,312.107
24-03-2024,P039,Product_39,14,40.49,5,538.49,USA,3.453,312.107
24-03-2024,P040,Product_40,19,19.77,0,375.6,USA,3.453,312.107
24-03-2024,P041,Product_41,27,8.99,0,242.65,USA,3.453,312.107
24-03-2024,P042,Product_42,23,49.93,15,976.05,USA,3.453,312.107
24-03-2024,P044,Product_44,22,10.33,0,227.15,USA,3.453,312.107
24-03-2024,P045,Product_45,29,42.79,0,1240.94,USA,3.453,312.107
24-03-2024,P046,Product_46,27,13.3,0,359.14,USA,3.453,312.107
24-03-2024,P047,Product_47,20,20.05,0,401.06,USA,3.453,312.107
24-03-2024,P048,Product_48,11,18.44,15,172.44,USA,3.453,312.107
24-03-2024,P049,Product_49,22,16.67,0,366.7,USA,3.453,312.107
24-03-2024,P026,Product_26,23,48.11,0,1106.61,USA,3.453,312.107
24-03-2024,P038,Product_38,17,40.32,10,616.9,USA,3.453,312.107
24-03-2024,P050,Product_50,17,25.62,0,435.51,USA,3.453,312.107
24-03-2024,P025,Product_25,16,29.94,0,479.04,USA,3.453,312.107
24-03-2024,P023,Product_23,14,29.98,10,377.73,USA,3.453,312.107
24-03-2024,P024,Product_24,22,20.99,10,415.65,USA,3.453,312.107
24-03-2024,P001,Product_1,26,14.26,0,370.65,USA,3.453,312.107
24-03-2024,P002,Product_2,22,33.98,5,710.09,USA,3.453,312.107
24-03-2024,P003,Product_3,16,6.89,20,88.16,USA,3.453,312.107
24-03-2024,P004,Product_4,24,49.1,5,1119.45,USA,3.453,312.107
24-03-2024,P005,Product_5,22,31.21,10,617.94,USA,3.453,312.107
24-03-2024,P007,Product_7,14,46.76,0,654.69,USA,3.453,312.107
24-03-2024,P008,Product_8,10,24.77,5,235.35,USA,3.453,312.107
24-03-2024,P009,Product_9,18,47.44,0,853.89,USA,3.453,312.107
24-03-2024,P010,Product_10,18,44.91,5,767.99,USA,3.453,312.107
24-03-2024,P011,Product_11,19,17.87,10,305.51,USA,3.453,312.107
24-03-2024,P006,Product_6,25,10.76,0,269.11,USA,3.453,312.107
24-03-2024,P013,Product_13,23,42.89,10,887.82,USA,3.453,312.107
24-03-2024,P012,Product_12,21,38.98,0,818.51,USA,3.453,312.107
24-03-2024,P021,Product_21,18,12.2,0,219.66,USA,3.453,312.107
24-03-2024,P020,Product_20,21,33.63,10,635.67,USA,3.453,312.107
24-03-2024,P019,Product_19,23,18.39,5,401.81,USA,3.453,312.107
24-03-2024,P018,Product_18,28,31.57,5,839.65,USA,3.453,312.107
24-03-2024,P022,Product_22,15,41,0,615.05,USA,3.453,312.107
24-03-2024,P016,Product_16,16,41.8,0,668.81,USA,3.453,312.107
24-03-2024,P015,Product_15,21,49.31,15,880.19,USA,3.453,312.107
24-03-2024,P014,Product_14,25,12.98,5,308.38,USA,3.453,312.107
24-03-2024,P017,Product_17,21,27.76,10,524.73,USA,3.453,312.107
31-03-2024,P038,Product_38,17,13.29,15,192.04,USA,3.523,312.107
31-03-2024,P028,Product_28,18,44.58,15,682.09,USA,3.523,312.107
31-03-2024,P029,Product_29,24,15.75,0,377.9,USA,3.523,312.107
31-03-2024,P030,Product_30,19,29.24,0,555.59,USA,3.523,312.107
31-03-2024,P031,Product_31,17,9.75,5,157.4,USA,3.523,312.107
31-03-2024,P032,Product_32,25,39.9,20,798.05,USA,3.523,312.107
31-03-2024,P033,Product_33,24,14.17,5,323.06,USA,3.523,312.107
31-03-2024,P034,Product_34,16,30.99,5,471.07,USA,3.523,312.107
31-03-2024,P035,Product_35,20,40.91,0,818.12,USA,3.523,312.107
31-03-2024,P036,Product_36,24,12.11,5,276.06,USA,3.523,312.107
31-03-2024,P039,Product_39,30,34.44,0,1033.29,USA,3.523,312.107
31-03-2024,P027,Product_27,21,39.05,5,779.12,USA,3.523,312.107
31-03-2024,P041,Product_41,19,41.16,5,742.98,USA,3.523,312.107
31-03-2024,P042,Product_42,22,49.28,5,1030.06,USA,3.523,312.107
31-03-2024,P043,Product_43,19,33.56,0,637.64,USA,3.523,312.107
31-03-2024,P044,Product_44,24,12.3,0,295.21,USA,3.523,312.107
31-03-2024,P045,Product_45,22,30.19,5,630.95,USA,3.523,312.107
31-03-2024,P046,Product_46,21,8.57,10,162.04,USA,3.523,312.107
31-03-2024,P047,Product_47,20,13.43,15,228.37,USA,3.523,312.107
31-03-2024,P048,Product_48,26,36.96,0,960.98,USA,3.523,312.107
31-03-2024,P049,Product_49,9,26.2,10,212.24,USA,3.523,312.107
31-03-2024,P050,Product_50,16,27.24,10,392.25,USA,3.523,312.107
31-03-2024,P040,Product_40,14,8.76,15,104.2,USA,3.523,312.107
31-03-2024,P026,Product_26,16,12.41,0,198.59,USA,3.523,312.107
31-03-2024,P037,Product_37,18,40.7,0,732.54,USA,3.523,312.107
31-03-2024,P024,Product_24,16,41.29,0,660.61,USA,3.523,312.107
31-03-2024,P002,Product_2,28,24.66,10,621.39,USA,3.523,312.107
31-03-2024,P003,Product_3,15,39.45,0,591.72,USA,3.523,312.107
31-03-2024,P004,Product_4,21,38.81,5,774.3,USA,3.523,312.107
31-03-2024,P005,Product_5,19,48.05,0,912.91,USA,3.523,312.107
31-03-2024,P006,Product_6,18,16.78,0,301.98,USA,3.523,312.107
31-03-2024,P007,Product_7,24,45.78,0,1098.75,USA,3.523,312.107
31-03-2024,P008,Product_8,15,25.24,10,340.72,USA,3.523,312.107
31-03-2024,P009,Product_9,7,7.94,0,55.59,USA,3.523,312.107
31-03-2024,P010,Product_10,24,20.63,15,420.86,USA,3.523,312.107
31-03-2024,P011,Product_11,20,5.98,5,113.66,USA,3.523,312.107
31-03-2024,P012,Product_12,22,47.16,0,1037.45,USA,3.523,312.107
31-03-2024,P001,Product_1,19,11.01,0,209.13,USA,3.523,312.107
31-03-2024,P025,Product_25,16,7.34,10,105.67,USA,3.523,312.107
31-03-2024,P014,Product_14,13,13.91,5,171.84,USA,3.523,312.107
31-03-2024,P015,Product_15,11,25.88,20,227.72,USA,3.523,312.107
31-03-2024,P016,Product_16,25,10.13,0,253.36,USA,3.523,312.107
31-03-2024,P017,Product_17,21,15.14,0,317.92,USA,3.523,312.107
31-03-2024,P018,Product_18,25,28.55,0,713.81,USA,3.523,312.107
31-03-2024,P019,Product_19,20,43.71,10,786.71,USA,3.523,312.107
31-03-2024,P020,Product_20,18,29.46,0,530.27,USA,3.523,312.107
31-03-2024,P021,Product_21,22,25.62,0,563.72,USA,3.523,312.107
31-03-2024,P022,Product_22,24,25.8,0,619.28,USA,3.523,312.107
31-03-2024,P023,Product_23,20,34.29,5,651.58,USA,3.523,312.107
31-03-2024,P013,Product_13,23,23.85,0,548.45,USA,3.523,312.107
07-04-2024,P036,Product_36,26,31.63,10,740.06,USA,3.517,313.016
07-04-2024,P035,Product_35,28,45.16,0,1264.58,USA,3.517,313.016
07-04-2024,P034,Product_34,10,39.82,5,378.33,USA,3.517,313.016
07-04-2024,P033,Product_33,16,28.29,0,452.56,USA,3.517,313.016
07-04-2024,P028,Product_28,28,45.15,0,1264.3,USA,3.517,313.016
07-04-2024,P031,Product_31,24,31.95,0,766.9,USA,3.517,313.016
07-04-2024,P030,Product_30,25,7.86,10,176.94,USA,3.517,313.016
07-04-2024,P029,Product_29,20,8.55,0,171.07,USA,3.517,313.016
07-04-2024,P037,Product_37,18,15.68,5,268.21,USA,3.517,313.016
07-04-2024,P032,Product_32,22,44.55,5,931.18,USA,3.517,313.016
07-04-2024,P038,Product_38,15,26.95,5,383.97,USA,3.517,313.016
07-04-2024,P044,Product_44,19,32.49,0,617.22,USA,3.517,313.016
07-04-2024,P040,Product_40,28,33.53,0,938.97,USA,3.517,313.016
07-04-2024,P041,Product_41,16,16.45,0,263.16,USA,3.517,313.016
07-04-2024,P042,Product_42,19,11.3,0,214.72,USA,3.517,313.016
07-04-2024,P043,Product_43,12,48.72,0,584.63,USA,3.517,313.016
07-04-2024,P045,Product_45,18,14.31,5,244.78,USA,3.517,313.016
07-04-2024,P046,Product_46,16,41.12,5,624.97,USA,3.517,313.016
07-04-2024,P047,Product_47,19,28.07,0,533.33,USA,3.517,313.016
07-04-2024,P048,Product_48,23,8.92,5,194.88,USA,3.517,313.016
07-04-2024,P049,Product_49,25,10.12,0,253.07,USA,3.517,313.016
07-04-2024,P027,Product_27,24,38.44,0,922.65,USA,3.517,313.016
07-04-2024,P039,Product_39,20,47.77,5,907.7,USA,3.517,313.016
07-04-2024,P026,Product_26,11,18.38,0,202.13,USA,3.517,313.016
07-04-2024,P050,Product_50,20,27.21,10,489.77,USA,3.517,313.016
07-04-2024,P024,Product_24,29,9.34,0,270.98,USA,3.517,313.016
07-04-2024,P001,Product_1,24,20.08,0,482.02,USA,3.517,313.016
07-04-2024,P002,Product_2,22,9.53,0,209.63,USA,3.517,313.016
07-04-2024,P003,Product_3,28,11.39,0,318.88,USA,3.517,313.016
07-04-2024,P004,Product_4,18,34.3,5,586.56,USA,3.517,313.016
07-04-2024,P005,Product_5,22,20.86,10,412.97,USA,3.517,313.016
07-04-2024,P006,Product_6,19,33.54,0,637.19,USA,3.517,313.016
07-04-2024,P007,Product_7,17,35.43,0,602.28,USA,3.517,313.016
07-04-2024,P008,Product_8,21,12.87,15,229.72,USA,3.517,313.016
07-04-2024,P009,Product_9,24,15.22,10,328.82,USA,3.517,313.016
07-04-2024,P010,Product_10,13,36.24,5,447.52,USA,3.517,313.016
07-04-2024,P011,Product_11,22,18.74,0,412.26,USA,3.517,313.016
07-04-2024,P025,Product_25,23,5.56,0,127.84,USA,3.517,313.016
07-04-2024,P013,Product_13,22,40.48,5,846.03,USA,3.517,313.016
07-04-2024,P014,Product_14,18,35.18,5,601.63,USA,3.517,313.016
07-04-2024,P015,Product_15,25,9.99,0,249.86,USA,3.517,313.016
07-04-2024,P016,Product_16,19,29.6,0,562.38,USA,3.517,313.016
07-04-2024,P017,Product_17,17,48.96,0,832.25,USA,3.517,313.016
07-04-2024,P018,Product_18,19,38.3,15,618.48,USA,3.517,313.016
07-04-2024,P019,Product_19,22,17.6,15,329.15,USA,3.517,313.016
07-04-2024,P020,Product_20,18,38.93,10,630.64,USA,3.517,313.016
07-04-2024,P021,Product_21,15,5.81,20,69.72,USA,3.517,313.016
07-04-2024,P022,Product_22,25,42.32,0,1058.07,USA,3.517,313.016
07-04-2024,P023,Product_23,21,44.27,0,929.75,USA,3.517,313.016
07-04-2024,P012,Product_12,20,44.2,10,795.68,USA,3.517,313.016
14-04-2024,P035,Product_35,19,22.29,0,423.5,USA,3.591,313.016
14-04-2024,P034,Product_34,19,27.75,20,421.73,USA,3.591,313.016
14-04-2024,P033,Product_33,17,35.97,0,611.53,USA,3.591,313.016
14-04-2024,P032,Product_32,17,49.46,0,840.85,USA,3.591,313.016
14-04-2024,P027,Product_27,18,24.37,0,438.73,USA,3.591,313.016
14-04-2024,P030,Product_30,18,23.43,0,421.8,USA,3.591,313.016
14-04-2024,P029,Product_29,17,34.06,5,550.1,USA,3.591,313.016
14-04-2024,P028,Product_28,23,11.95,0,274.87,USA,3.591,313.016
14-04-2024,P036,Product_36,18,12.2,0,219.62,USA,3.591,313.016
14-04-2024,P031,Product_31,13,35.47,5,438.06,USA,3.591,313.016
14-04-2024,P037,Product_37,22,39.03,0,858.65,USA,3.591,313.016
14-04-2024,P043,Product_43,23,29.92,5,653.69,USA,3.591,313.016
14-04-2024,P039,Product_39,25,19.13,15,406.48,USA,3.591,313.016
14-04-2024,P040,Product_40,21,49.28,0,1034.89,USA,3.591,313.016
14-04-2024,P041,Product_41,12,48.25,0,579.01,USA,3.591,313.016
14-04-2024,P042,Product_42,14,29.36,0,411.09,USA,3.591,313.016
14-04-2024,P044,Product_44,22,24.82,0,546.04,USA,3.591,313.016
14-04-2024,P045,Product_45,19,16.67,0,316.73,USA,3.591,313.016
14-04-2024,P046,Product_46,17,17.16,20,233.39,USA,3.591,313.016
14-04-2024,P047,Product_47,14,30.1,0,421.36,USA,3.591,313.016
14-04-2024,P048,Product_48,21,24.98,5,498.39,USA,3.591,313.016
14-04-2024,P049,Product_49,25,27,0,675.01,USA,3.591,313.016
14-04-2024,P026,Product_26,25,21.85,0,546.37,USA,3.591,313.016
14-04-2024,P038,Product_38,18,10.23,20,147.26,USA,3.591,313.016
14-04-2024,P050,Product_50,29,32.93,0,954.96,USA,3.591,313.016
14-04-2024,P025,Product_25,25,21.7,5,515.44,USA,3.591,313.016
14-04-2024,P023,Product_23,19,42.01,15,678.45,USA,3.591,313.016
14-04-2024,P024,Product_24,24,19.35,5,441.16,USA,3.591,313.016
14-04-2024,P001,Product_1,16,49.68,0,794.83,USA,3.591,313.016
14-04-2024,P002,Product_2,12,23.98,0,287.79,USA,3.591,313.016
14-04-2024,P003,Product_3,12,45.84,10,495.1,USA,3.591,313.016
